규격정제,No,접수일자,접수번호,상태,상호,담당자,사용자,제품명,모델ㆍ규격,수입국,연간수입예정량,HSK No,구분,사용여부,대리인,저장일자,소속,등록(등록),등록(면제),기존(등록),기존(면제),신규(등록),신규(면제),유독물질,허가물질,제한물질,금지물질,사고대비물질,유독물질,허가물질,제한물질,금지물질,사고대비물질
STD74502,338,2024-03-18,42403180225,승인,영인에스티 주식회사,남종우,배용숙,Hydrochloric (HCl) Acid Solution- Conductivity Standard,STD 74502 500 SUPER IOS ACC/PREC/VER SET,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,O,,,,O,,,,,
STD74502,339,2024-03-18,42403180224,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 74502 500 SUPER IOS ACC/PREC/VER SET,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD74502,340,2024-03-18,42403180223,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74502 500 SUPER IOS ACC/PREC/VER SET,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD77026-01,341,2024-03-18,42403180222,승인,영인에스티 주식회사,남종우,배용숙,Potassium Chloride (KCl) Solution- Conductivity Standard,"STD 77026-01-TOC9, 1.4mS/cm KCI CONDUCTIVITY",United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD74452-01,342,2024-03-18,42403180221,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 74452-01 M500 SYSTEM SUITABILITY SET,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD74452-01,343,2024-03-18,42403180220,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74452-01 M500 SYSTEM SUITABILITY SET,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD74552-01,344,2024-03-18,42403180219,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution - Acidified",STD 74552-01 SYSTEM SUNIT,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,O,,,,,,,,,
STD74401,345,2024-03-18,42403180218,승인,영인에스티 주식회사,남종우,배용숙,Hydrochloric (HCl) Acid Solution- Conductivity Standard,STD 74401 500 SINGLE PT CAL SET A,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,O,,,,O,,,,,
STD74401,346,2024-03-18,42403180217,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74401 500 SINGLE PT CAL SET A,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD74401,347,2024-03-18,42403180216,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 74401 500 SINGLE PT CAL SET A,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD77000-01,348,2024-03-18,42403180215,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw)",STD 77000-01 M9 VALIDATION KITWITH CAL & VER ABOVE KIT MADEUP WITH FOLLOWING 7 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD77001-01,349,2024-03-18,42403180214,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 77001-01 M9 VALIDATION KIT WITH CAL & VER ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD77001-01,350,2024-03-18,42403180211,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 77001-01 M9 VALIDATION KIT WITH CAL & VER ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD77001-01,351,2024-03-18,42403180212,승인,영인에스티 주식회사,남종우,배용숙,Sodium Carbonate Solution,STD 77001-01 M9 VALIDATION KIT WITH CAL & VER ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD77001-01,352,2024-03-18,42403180210,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution,STD 77001-01 M9 VALIDATION KIT WITH CAL & VER ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD77001-01,353,2024-03-18,42403180209,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 77001-01 M9 VALIDATION KIT WITH CAL & VER ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD77001-01,354,2024-03-18,42403180208,승인,영인에스티 주식회사,남종우,배용숙,Nicotinamide Solution - Acidified,STD 77001-01 M9 VALIDATION KIT WITH CAL & VER ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD77001-01,355,2024-03-18,42403180207,승인,영인에스티 주식회사,남종우,배용숙,Methanol Solution - Acidified,STD 77001-01 M9 VALIDATION KIT WITH CAL & VER ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,O,,,,O,,,,,
STD77001-01,356,2024-03-18,42403180206,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution",STD 77001-01 M9 VALIDATION KIT WITH CAL & VER ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,O,,,,,,,,,
STD77001-01,357,2024-03-18,42403180205,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution - Acidified",STD 77001-01 M9 VALIDATION KIT WITH CAL & VER ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,O,,,,,,,,,
STD74516,358,2024-03-18,42403180204,승인,영인에스티 주식회사,남종우,배용숙,Hydrochloric (HCl) Acid Solution- Conductivity Standard,STD 74516 500 SUPER IOS MULTIPT CAL A&B/VER ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,O,,,,O,,,,,
STD74516,359,2024-03-18,42403180203,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 74516 500 SUPER IOS MULTIPT CAL A&B/VER ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD74516,360,2024-03-18,42403180202,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74516 500 SUPER IOS MULTIPT CAL A&B/VER ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD74516,361,2024-03-18,42403180201,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 74516 500 SUPER IOS MULTIPT CAL A&B/VER ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD74622,362,2024-03-18,42403180227,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74622 M500/500/860 SINGLEPT CAL/VER TOC ONLY ABOVE KITMADE UP WITH FOLLOWING 2 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
STD77000-01,363,2024-03-18,42403180213,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution,STD 77000-01 M9 VALIDATION KITWITH CAL & VER ABOVE KIT MADEUP WITH FOLLOWING 7 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-18,,,,,O,,,,,,,,,,,,
APF90300-02,364,2024-03-15,42403130009,승인,영인에스티 주식회사,남종우,배용숙,Buffered Ammonium Persulfate Reagent,"APF 90300-02 OXIDIZER CARTRIDGE,HIGH CAPACITY",United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
APF90150-02,365,2024-03-15,42403120459,승인,영인에스티 주식회사,남종우,배용숙,Buffered Ammonium Persulfate Solution,APF 90150-02 OXIDIZER CARTRIDGE,United States,3,3822.19-3020,WEB,Y,,2024-03-12,,,,,O,,,,,,,,,,,,
STD74452-01,366,2024-03-15,42403130005,승인,영인에스티 주식회사,남종우,배용숙,Hydrogen Peroxide Rinse,STD 74452-01 M500 SYSTEM SUITABILITY SET,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74626,367,2024-03-15,42403130020,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 74626 500 MULTI PT CAL/VER SET TOC ONLY ABOVE KIT MADE UP WITH FOLLOWING 3 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74626,368,2024-03-15,42403130021,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74626 500 MULTI PT CAL/VER SET TOC ONLY ABOVE KIT MADE UP WITH FOLLOWING 3 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74626,369,2024-03-15,42403130023,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 74626 500 MULTI PT CAL/VER SET TOC ONLY ABOVE KIT MADE UP WITH FOLLOWING 3 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74503,370,2024-03-15,42403130024,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution - Acidified",STD 74503 500 SUPER IOS SYSTEM SUITABILITY,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,O,,,,,,,,,
STD74503,371,2024-03-15,42403130026,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74503 500 SUPER IOS SYSTEM SUITABILITY,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74503,372,2024-03-15,42403130027,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 74503 500 SUPER IOS SYSTEM SUITABILITY,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD31004-01,373,2024-03-15,42403120462,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution - Acidified",STD 31004-01 M9/900 SYSTEM SUITABILITY SET,United States,3,3822.19-3020,WEB,Y,,2024-03-12,,,,,O,,,O,,,,,,,,,
STD74470-01,374,2024-03-15,42403130029,승인,영인에스티 주식회사,남종우,배용숙,Potassium Chloride (KCl) Solution- Conductivity Standard,"STD 74470-01 M500 SINGLE POINT CONDUCTIVITY CAL STD, 100US/CM",United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74407,375,2024-03-15,42403130031,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution - Acidified",STD 74407 M500/500/860 ACC/PREC VER SET TOC ONLY,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,O,,,,,,,,,
STD31004-01,376,2024-03-15,42403130003,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 31004-01 M9/900 SYSTEM SUITABILITY SET,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74407,377,2024-03-15,42403130035,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 74407 M500/500/860 ACC/PREC VER SET TOC ONLY,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD77030-01,378,2024-03-15,42403130036,승인,영인에스티 주식회사,남종우,배용숙,Hydrochloric (HCl) Acid Solution- Conductivity Standard,STD 77030-01 M9 CONDUCTIVITY VERIFICATION STD,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,O,,,,O,,,,,
STD31004-01,379,2024-03-15,42403130004,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 31004-01 M9/900 SYSTEM SUITABILITY SET,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD77000-01,380,2024-03-15,42403130047,승인,영인에스티 주식회사,남종우,배용숙,"1,4-Benzoquinone (BQ) Solution - Acidified",STD 77000-01 M9 VALIDATION KITWITH CAL & VER ABOVE KIT MADEUP WITH FOLLOWING 7 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,O,,,,,,,,,
STD77000-01,381,2024-03-15,42403130048,승인,영인에스티 주식회사,남종우,배용숙,Methanol Solution - Acidified,STD 77000-01 M9 VALIDATION KITWITH CAL & VER ABOVE KIT MADEUP WITH FOLLOWING 7 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,O,,,,O,,,,,
STD74452-01,382,2024-03-15,42403130006,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74452-01 M500 SYSTEM SUITABILITY SET,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD77000-01,383,2024-03-15,42403130049,승인,영인에스티 주식회사,남종우,배용숙,Nicotinamide Solution - Acidified,STD 77000-01 M9 VALIDATION KITWITH CAL & VER ABOVE KIT MADEUP WITH FOLLOWING 7 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD77000-01,384,2024-03-15,42403130050,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 77000-01 M9 VALIDATION KITWITH CAL & VER ABOVE KIT MADEUP WITH FOLLOWING 7 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74452-01,385,2024-03-15,42403130008,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 74452-01 M500 SYSTEM SUITABILITY SET,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD77000-01,386,2024-03-15,42403130051,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution,STD 77000-01 M9 VALIDATION KITWITH CAL & VER ABOVE KIT MADEUP WITH FOLLOWING 7 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD77000-01,387,2024-03-15,42403130052,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 77000-01 M9 VALIDATION KITWITH CAL & VER ABOVE KIT MADEUP WITH FOLLOWING 7 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD90026,388,2024-03-15,42403130012,승인,영인에스티 주식회사,남종우,배용숙,Sodium Carbonate Solution,STD 90026 M9/900 1MG/L CAL 500 UG/L VER KIT ABOVE KIT MADE UP WITH FOLLOWING 2 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD77000-01,389,2024-03-15,42403130055,승인,영인에스티 주식회사,남종우,배용숙,Sodium Carbonate Solution,STD 77000-01 M9 VALIDATION KITWITH CAL & VER ABOVE KIT MADEUP WITH FOLLOWING 7 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD77000-01,390,2024-03-15,42403130057,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution,STD 77000-01 M9 VALIDATION KITWITH CAL & VER ABOVE KIT MADEUP WITH FOLLOWING 7 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD90026,391,2024-03-15,42403130013,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution,STD 90026 M9/900 1MG/L CAL 500 UG/L VER KIT ABOVE KIT MADE UP WITH FOLLOWING 2 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD77000-01,392,2024-03-15,42403130058,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 77000-01 M9 VALIDATION KITWITH CAL & VER ABOVE KIT MADEUP WITH FOLLOWING 7 ITEMS,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD77000-01,393,2024-03-15,42403130060,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw)",STD 77000-01 M9 VALIDATION KITWITH CAL & VER ABOVE KIT MADEUP WITH FOLLOWING 7 ITEMS,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD90010-01,394,2024-03-15,42403130014,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw)","STD 90010-01 M-SERIES SINGLEPT CAL, 1 MG C/L",United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74471-01,395,2024-03-15,42403130015,승인,영인에스티 주식회사,남종우,배용숙,Potassium Chloride (KCl) Solution- Conductivity Standard,STD 74471-01 M500 CONDUCTIVITY VERIFICATION SET 25 US/CM KCI,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74612,396,2024-03-15,42403130016,승인,영인에스티 주식회사,남종우,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified,STD 74612 500 SINGLE PT CAL A/VER SET ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74612,397,2024-03-15,42403130017,승인,영인에스티 주식회사,남종우,배용숙,"Water (Reagent Water, Rw) - Acidified",STD 74612 500 SINGLE PT CAL A/VER SET ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74612,398,2024-03-15,42403130018,승인,영인에스티 주식회사,남종우,배용숙,Sucrose Solution - Acidified,STD 74612 500 SINGLE PT CAL A/VER SET ABOVE KIT,United States,3,3822.19-3020,WEB,Y,,2024-03-13,,,,,O,,,,,,,,,,,,
STD74612,399,2024-03-15,42403130019,승인,영인에스티 주식회사,남종우,배용숙,Hydrochloric (HCl) Acid Solution- Conductivity Standard,STD 74612 500 SINGLE PT CAL A/VER SET ABOVE KIT,United States,3,3822.19-3099,WEB,Y,,2024-03-13,,,,,O,,,O,,,,O,,,,,
4225A,401,2024-01-22,42401220368,승인,영인에스티 주식회사,임민환,배용숙,Polymer Microsphere Suspension Series 4000 Duke Standards,4225A,United States,0.1,3822.19-3099,WEB,Y,,2024-01-22,,,,,O,,,O,,,,,,,,,
4210A,402,2024-01-22,42401220365,승인,영인에스티 주식회사,임민환,배용숙,Polymer Microsphere Suspension Series 4000 Duke Standards,4210A,United States,0.1,3822.19-3099,WEB,Y,,2024-01-22,,,,,O,,,O,,,,,,,,,
STD74450-01,403,2022-11-28,42211280351,승인,영인에스티 주식회사,송정화,배용숙,"Water (Reagent Water, Rw) - Acidified (M500e Low Level Cal Set)",STD 74450-01,United States,1,3822.00-3048,WEB,Y,,2022-11-28,,,,O,,,,,,,,,,,,,
STD74450-01,404,2022-11-06,42211060001,승인,영인에스티 주식회사,송정화,배용숙,Potassium Hydrogen Phthalate (KHP) Solution- Acidified (M500e Low Level Cal Set),STD 74450-01,United States,1,3822.00-3048,WEB,Y,,2022-11-06,,,,O,,,,,,,,,,,,,
,405,2022-05-09,42205090075,승인,영인에스티 주식회사,전지나,배용숙,Fmoc-Pro-Wang Resin (LL),R118,United States,0.1,3822.00-2000,WEB,Y,,2022-05-09,,,,,,,O,,,,,,,,,,
,406,2022-01-14,42201140124,승인,영인에스티 주식회사,전지나,배용숙,Fmoc-Ala-Wang Resin (LL),R100,United States,0.1,3822.00-2000,WEB,Y,,2022-01-14,,,,,,,O,,,,,,,,,,
,407,2022-01-04,42201040094,승인,영인에스티 주식회사,전지나,이영광,Oxyma Pure,S001,United States,2,3822.00-2000,WEB,Y,,2022-01-04,,,,,,,O,,,,,,,,,,
STD74453-01,408,2021-12-13,42112130331,승인,영인에스티 주식회사,송정화,이영광,STD 74453-01 M500 5-Point Linearity Set,STD 74453-01 M500 5-Point Linearity Set KHP,United States,10,3822.00-3048,WEB,Y,,2021-12-13,,,,O,,,,,,,,,,,,,
STD74453-01,409,2021-12-13,42112130322,승인,영인에스티 주식회사,송정화,이영광,STD 74453-01 M500 5-Point Linearity Set,STD 74453-01 M500 5-Point Linearity Set Blank,United States,10,3822.00-3048,WEB,Y,,2021-12-13,,,,O,,,,,,,,,,,,,
,410,2021-12-02,42112020077,승인,영인에스티 주식회사,전지나,이영광,Fmoc-Arg(Pbf)-Wang Resin (LL),R101,United States,1,3822.00-2000,WEB,Y,,2021-12-02,,,,,,,O,,,,,,,,,,
,411,2021-08-31,42108310275,승인,영인에스티 주식회사,전지나,이영광,Fmoc-Gly-Wang PS (LL),R106,United States,1,3822.00-2000,WEB,Y,,2021-08-31,,,,,,,O,,,,,,,,,,
,412,2021-08-31,42108310263,승인,영인에스티 주식회사,전지나,이영광,Rink amide Protide Resins (LL),R002,United States,1,3822.00-2000,WEB,Y,,2021-08-31,,,,,,,O,,,,,,,,,,
,413,2021-08-27,42108270166,승인,영인에스티 주식회사,이영광,이영광,APK 68052-01 INNVOX ONLINE OXIDIZER REAGENT,APK 68052-01 INNVOX ONLINE OXIDIZER REAGENT,United States,10,3822.00-3048,WEB,Y,,2021-08-27,,,,,O,,,,,,,,,,,,
,414,2021-08-05,42108040085,승인,영인에스티 주식회사,전지나,이영광,Rink amide Protide Resins,"R002, R003",United States,1,3822.00-2000,WEB,Y,,2021-08-04,,,,,,,O,,,,,,,,,,
B1019,415,2021-03-31,42103310355,승인,영인에스티 주식회사,전지나,이영광,Magnesium Perchlorate Granular 0.7 to 1.2mm H20 Absorbent 25gm,B1019,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B1118,416,2021-03-31,42103310365,승인,영인에스티 주식회사,전지나,이영광,EMASorb B Granular 1.6 to 3mm 7 to 14 mesh CO2 Absorbant 25gm,B1118,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,O,,,,,,,,,
X1077V,417,2021-03-31,42103310359,승인,영인에스티 주식회사,전지나,이영광,"Prepacked Reactor for CHNS,1pcs",X1077V,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B2134,418,2021-03-31,42103310341,승인,영인에스티 주식회사,전지나,이영광,Standards Kit C10-176 CHN/CHN-O Acetanilide EDTA Urea Aspartic acid 4 x 0.5g,B2134,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B2131,419,2021-03-31,42103310340,승인,영인에스티 주식회사,전지나,이영광,Standards Kit C10-166 CHNS/CHNS-O Cystine Sulphanilamide BBOT Sulphanilic acid 4 x 0.5gm,B2131,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B2044,420,2021-03-31,42103310338,승인,영인에스티 주식회사,전지나,이영광,(BBOT) OAS See Certificate 314878 Expiry 30-Sept-23 1g,B2044,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
X1267V,421,2021-03-31,42103310360,승인,영인에스티 주식회사,전지나,이영광,"Prepacked Reactor for CHN, 1pcs",X1267V,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B1004,422,2021-03-31,42103310342,승인,영인에스티 주식회사,전지나,이영광,Chromium Oxide Granular 0.85 to 1.7mm 25gm,B1004,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B1017,423,2021-03-31,42103310358,승인,영인에스티 주식회사,전지나,이영광,Silica (Quartz) Wool Very Fine 5gm,B1017,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B2036,424,2021-03-31,42103310332,승인,영인에스티 주식회사,전지나,이영광,Sulphanilamide OAS See Certificate 304582 26-Apr-23 1g,B2036,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B2033,425,2021-03-31,42103310327,승인,영인에스티 주식회사,전지나,이영광,EDTA OAS See Certificate 218909 EXP 27-Mar-23 1gm,B2033,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B1000,426,2021-03-31,42103310352,승인,영인에스티 주식회사,전지나,이영광,Cobaltous/ic Oxide Silvered Granular 0.85 to 1.7mm 25gm,B1000,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B1454,427,2021-03-31,42103310348,승인,영인에스티 주식회사,전지나,이영광,Nickelised Carbon 30% Ni Granular 0.3 to 0.85mm 2.5gm,B1454,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B1016,428,2021-03-31,42103310344,승인,영인에스티 주식회사,전지나,이영광,Copper Wires Coarse Wires Reduced 6 x 0.65mm 100gm,B1016,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B1271,429,2021-03-31,42103310356,승인,영인에스티 주식회사,전지나,이영광,Silica (Quartz) Chips Granular 0.85 to 1.7mm 100gm,B1271,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
B2000,430,2021-03-31,42103310335,승인,영인에스티 주식회사,전지나,이영광,Acetanilide OAS 1g See Certificate 293514 15-Nov-22,B2000,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
,431,2021-03-31,42103310362,승인,영인에스티 주식회사,전지나,이영광,"Prepacked Oxygen Pyrolysis Reactor Eurovector , 1pcs",X1256,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
,432,2021-03-31,42103310345,승인,영인에스티 주식회사,전지나,이영광,Copper Wires for S Analysis Coarse High Purity Reduced 6 x 0.65mm 100gm,B1053,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
,433,2021-03-31,42103310353,승인,영인에스티 주식회사,전지나,이영광,Chromosorb W 30-60 mesh Acid Washed 10gm,B3015,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
,434,2021-03-31,42103310350,승인,영인에스티 주식회사,전지나,이영광,Tungstic Oxide Granular 0.85 to 1.7mm 25gm,B1025,United Kingdom,0.5,9027.80-1000,WEB,Y,,2021-03-31,,,,,O,,,,,,,,,,,,
STD99015,435,2021-03-11,42103110030,승인,영인에스티 주식회사,송정화,이영광,STD 99015 100 PPB UREA STANDARD,STD 99015 100 PPB UREA STANDARD,United States,10,3822.00-3048,WEB,Y,,2021-03-11,,,,,O,,,,,,,,,,,,
STD74504,436,2021-03-05,42103050443,승인,영인에스티 주식회사,송정화,이영광,STD74504 Super iOS calibration Set B,STD74504 Super iOS calibration Set B,United States,10,3822.00-3048,WEB,Y,,2021-03-05,,,,,O,,,,,,,,,,,,
